date,tqqq_close_usd_split_adj,cnn_fear_greed
2024-11-20,38.6000,49.5143
2024-11-21,38.9800,56.6000
2024-11-22,39.1250,60.7143
2024-11-25,39.3050,62.8857
2024-11-26,39.9150,65.9143
2024-11-27,38.9500,64.4000
2024-11-29,39.9450,65.0000
2024-12-02,41.2400,65.3143
2024-12-03,41.6050,59.5714
2024-12-04,43.1250,57.4857
2024-12-05,42.7700,54.9143
2024-12-06,43.8700,52.1429
2024-12-09,42.8450,49.2571
2024-12-10,42.3800,46.9714
2024-12-11,44.6450,49.2000
2024-12-12,43.7600,47.1143
2024-12-13,44.7000,49.1143
2024-12-16,46.6450,56.0571
2024-12-17,46.0200,51.4000
2024-12-18,41.0450,33.1286
2024-12-19,40.4650,19.5143
2024-12-20,41.5150,27.6000
2024-12-23,42.5300,30.1429
2024-12-24,44.2200,34.5143
2024-12-26,44.1250,34.1714
2024-12-27,42.3300,33.8286
2024-12-30,40.6300,28.6000
2024-12-31,39.5650,26.3143
2025-01-02,39.3150,24.3143
2025-01-03,41.2000,28.8857
2025-01-06,42.6050,33.7714
2025-01-07,40.3100,34.3143
2025-01-08,40.3400,31.9143
2025-01-10,38.4150,25.6286
2025-01-13,38.0150,25.3429
2025-01-14,37.8800,25.1429
2025-01-15,40.4400,27.4286
2025-01-16,39.6150,27.3429
2025-01-17,41.5700,36.0286
2025-01-21,42.2600,39.9143
2025-01-22,43.9000,41.6286
2025-01-23,44.1700,43.6857
2025-01-24,43.3750,45.8000
2025-01-27,39.5700,37.9714
2025-01-28,41.3250,40.6286
2025-01-29,41.0700,42.4000
2025-01-30,41.5850,45.9143
2025-01-31,41.3600,43.7714
2025-02-03,40.3600,37.4000
2025-02-04,41.8250,37.1429
2025-02-05,42.3700,38.6286
2025-02-06,43.0050,39.6857
2025-02-07,41.3650,38.3714
2025-02-10,42.8200,44.7143
2025-02-11,42.5150,45.4000
2025-02-12,42.6000,41.3714
2025-02-13,44.3950,46.6000
2025-02-14,44.9150,43.6857
2025-02-18,45.1950,46.8000
2025-02-19,45.2000,47.6286
2025-02-20,44.6500,44.2286
2025-02-21,41.8550,36.9714
2025-02-24,40.3500,29.5429
2025-02-25,38.8100,24.2000
2025-02-26,39.0600,21.2571
2025-02-27,35.8200,12.7571
2025-02-28,37.4600,20.6571
2025-03-03,35.0400,12.3429
2025-03-04,34.6550,11.0429
2025-03-05,36.0050,11.5143
2025-03-06,33.0200,17.2000
2025-03-07,33.7050,17.6429
2025-03-10,29.9050,17.0714
2025-03-11,29.5550,15.1143
2025-03-12,30.5650,15.9143
2025-03-13,28.8950,15.1857
2025-03-14,30.9450,22.0571
2025-03-17,31.5450,22.5714
2025-03-18,29.9550,22.2286
2025-03-19,31.1200,21.6000
2025-03-20,30.8000,21.6857
2025-03-21,31.0900,22.6857
2025-03-24,33.0650,25.4000
2025-03-25,33.6550,29.2857
2025-03-26,31.6900,28.8857
2025-03-27,31.1500,28.3429
2025-03-28,28.6700,26.3714
2025-03-31,28.6500,21.1143
2025-04-01,29.3100,19.5714
2025-04-02,29.9650,22.6000
2025-04-03,25.1500,12.1429
2025-04-04,20.5450,5.3857
2025-04-07,20.6250,4.0000
2025-04-08,19.4500,2.9000
2025-04-09,26.3050,9.5000
2025-04-10,23.0700,5.6143
2025-04-11,24.2900,8.3857
2025-04-14,24.8000,12.3429
2025-04-15,24.8950,13.1143
2025-04-16,22.6450,11.1429
2025-04-17,22.5800,16.0571
2025-04-21,20.9300,12.3714
2025-04-22,22.5300,13.6000
2025-04-23,24.0250,21.5429
2025-04-24,26.0700,24.0857
2025-04-25,26.9300,34.5143
2025-04-28,26.9100,32.1429
2025-04-29,27.4350,32.7429
2025-04-30,27.4400,32.3714
2025-05-01,28.3850,41.2571
2025-05-02,29.7150,38.2857
2025-05-05,29.2000,53.0571
2025-05-06,28.3700,54.6571
2025-05-07,28.7000,54.1429
2025-05-08,29.5550,57.6571
2025-05-09,29.4850,60.0286
2025-05-12,33.0550,64.4857
2025-05-13,34.5700,68.2000
2025-05-14,35.1800,70.4000
2025-05-15,35.2900,69.1429
2025-05-16,35.7250,70.6000
2025-05-19,35.8200,69.7429
2025-05-20,35.4450,69.1714
2025-05-21,33.9700,66.2286
2025-05-22,34.1450,66.8000
2025-05-23,33.1600,64.0857
2025-05-27,35.4700,65.7429
2025-05-28,35.0150,64.7429
2025-05-29,35.1850,64.4571
2025-05-30,35.0000,61.9143
2025-06-02,35.8050,62.4286
2025-06-03,36.6400,54.5714
2025-06-04,36.9350,54.8857
2025-06-05,36.0750,57.9714
2025-06-06,37.1050,61.7714
2025-06-09,37.2700,63.4286
2025-06-10,37.9900,64.0000
2025-06-11,37.6000,64.2000
2025-06-12,37.8450,64.6000
2025-06-13,36.4150,59.5429
2025-06-16,37.9000,61.1143
2025-06-17,36.7800,57.4286
2025-06-18,36.7300,54.2857
2025-06-20,36.2250,54.5143
2025-06-23,37.3500,56.6000
2025-06-24,39.0500,57.8857
2025-06-25,39.2400,59.2571
2025-06-26,40.3150,63.0000
2025-06-27,40.7100,64.8000
2025-06-30,41.5000,69.2286
2025-07-01,40.4450,67.5429
2025-07-02,41.2500,63.7143
2025-07-03,42.4050,77.6286
2025-07-07,41.4600,75.0857
2025-07-08,41.5150,74.6286
2025-07-09,42.3750,75.9143
2025-07-10,42.1800,76.9714
2025-07-11,41.8600,75.2571
2025-07-14,42.3050,76.1143
2025-07-15,42.4150,73.4857
2025-07-16,42.5350,72.9429
2025-07-17,43.5250,74.1714
2025-07-18,43.3750,73.9429
2025-07-21,44.0350,73.2857
2025-07-22,43.3500,73.8857
2025-07-23,43.9200,76.3714
2025-07-24,44.2100,75.2571
2025-07-25,44.4600,74.6571
2025-07-28,44.8925,73.8000
2025-07-29,44.6900,70.6286
2025-07-30,44.8450,68.0286
2025-07-31,44.1050,63.7143
2025-08-01,41.4600,49.8000
2025-08-04,43.7300,56.8857
2025-08-05,42.8200,55.0286
2025-08-06,44.4200,55.3143
2025-08-07,44.8700,54.7143
2025-08-08,46.0800,58.3714
2025-08-11,45.6750,57.6286
2025-08-12,47.3600,62.2571
2025-08-13,47.4300,63.3429
2025-08-14,47.3000,63.2571
2025-08-15,46.6300,63.5429
2025-08-18,46.5700,64.2000
2025-08-19,44.6700,59.8857
2025-08-20,43.8550,55.9143
2025-08-21,43.2450,52.6000
2025-08-22,45.1900,55.5429
2025-08-25,44.7950,53.9429
2025-08-26,45.3150,55.4000
2025-08-27,45.5200,59.1143
2025-08-28,46.3500,64.4286
2025-08-29,44.6800,61.5429
2025-09-02,43.5400,62.4571
2025-09-03,44.5550,61.3714
2025-09-04,45.7600,61.1714
2025-09-05,45.9100,58.6857
2025-09-08,46.5650,58.2286
2025-09-09,46.9450,57.9429
2025-09-10,46.9950,57.9429
2025-09-11,47.7850,60.3429
2025-09-12,48.3800,61.3429
2025-09-15,49.6150,64.4571
2025-09-16,49.4800,64.3714
2025-09-17,49.1650,63.7714
2025-09-18,50.4900,66.5429
2025-09-19,51.4900,66.2286
2025-09-22,52.3600,66.5143
2025-09-23,51.3050,56.7714
2025-09-24,50.7050,54.5714
2025-09-25,50.0250,50.6571
2025-09-26,50.6250,51.2857
2025-09-29,51.3000,50.9714
2025-09-30,51.7000,51.4000
2025-10-01,52.4300,52.4857
2025-10-02,53.0700,54.5429
2025-10-03,52.3500,52.5714
2025-10-06,53.5200,53.9714
2025-10-07,52.6550,51.8571
2025-10-08,54.4400,52.9429
2025-10-09,54.2250,48.6286
2025-10-10,48.5350,30.1429
2025-10-13,51.6150,29.7429
2025-10-14,50.5650,28.2857
2025-10-15,51.6000,27.4143
2025-10-16,51.0250,23.1143
2025-10-17,51.9950,22.3286
2025-10-20,53.9450,29.8571
2025-10-21,53.8850,28.5429
2025-10-22,52.3000,26.3714
2025-10-23,53.6100,27.5714
2025-10-24,55.2800,32.4571
2025-10-27,58.2150,37.3429
2025-10-28,59.5450,39.3429
2025-10-29,60.3050,42.1143
2025-10-30,57.5450,37.0571
2025-10-31,58.3600,34.4571
2025-11-03,59.1600,32.6000
2025-11-04,55.5400,20.9429
2025-11-05,56.6200,23.0571
2025-11-06,53.4450,24.3429
2025-11-07,52.8900,20.4286
2025-11-10,56.3550,29.9429
2025-11-11,55.8900,30.4571
2025-11-12,55.7750,34.5714
2025-11-13,52.3300,24.5429
2025-11-14,52.3700,22.0571
2025-11-17,51.0250,11.6429
2025-11-18,49.1800,8.9000
2025-11-19,50.0250,7.8571
2025-11-20,46.4500,5.1714
2025-11-21,47.4800,5.6571
2025-11-24,51.0800,13.6857
2025-11-25,52.0100,15.0286
2025-11-26,53.3700,17.6571
2025-11-28,54.5400,21.7714
2025-12-01,54.0500,22.0857
2025-12-02,55.3000,23.2571
2025-12-03,55.6900,24.7714
2025-12-04,55.5100,36.0286
2025-12-05,56.1500,38.1429
2025-12-08,55.8000,40.7714
2025-12-09,56.0100,40.9429
2025-12-10,56.6500,36.3714
2025-12-11,56.1100,43.7429
2025-12-12,52.8200,39.2857
2025-12-15,52.0200,49.3143
2025-12-16,52.3300,46.4000
2025-12-17,49.4000,37.6857
2025-12-18,51.5100,42.3714
2025-12-19,53.5200,44.2000
2025-12-22,54.2500,54.8857
2025-12-23,55.0100,58.5714
2025-12-24,55.3600,58.0000
2025-12-26,55.3100,54.8571
2025-12-29,54.4900,47.8857
2025-12-30,54.1000,46.1143
2025-12-31,52.7200,43.2571
2026-01-02,52.3500,45.2286
2026-01-05,53.6000,47.6000
2026-01-06,55.0100,52.8571
2026-01-07,55.1700,48.5714
2026-01-08,54.1900,48.3714
2026-01-09,55.7600,54.1143
2026-01-12,55.8900,58.0000
2026-01-13,55.6000,59.0857
2026-01-14,53.8300,58.6286
2026-01-15,54.3800,63.6571
2026-01-16,54.1400,63.7714
2026-01-20,50.7300,50.8571
2026-01-21,52.7300,53.8571
2026-01-22,53.9000,54.7714
2026-01-23,54.3800,54.8857
2026-01-26,55.0800,57.6571
2026-01-27,56.5400,64.9714
2026-01-28,57.0600,65.5429
2026-01-29,56.0400,63.8286
2026-01-30,54.0000,58.6000
2026-02-02,55.1000,63.4000
2026-02-03,52.5200,43.3429
2026-02-04,49.7600,47.2286
2026-02-05,47.6400,34.9429
2026-02-06,50.5900,45.3714
2026-02-09,51.7400,48.4857
2026-02-10,51.0200,47.2286
2026-02-11,51.4000,49.9143
2026-02-12,48.2600,36.3571
2026-02-13,48.4700,33.8429
2026-02-17,48.3500,33.3143
2026-02-18,49.3900,34.1571
2026-02-19,48.8300,34.4000
2026-02-20,50.0600,42.3429
2026-02-23,48.2400,32.5429
2026-02-24,49.7800,40.2571
2026-02-25,51.8700,43.1429
2026-02-26,50.0500,42.9143
2026-02-27,49.5200,41.1714
2026-03-02,49.7000,34.2857
2026-03-03,48.1000,31.6286
2026-03-04,50.2600,33.0714
2026-03-05,49.8000,31.6286
2026-03-06,47.5400,25.2571
2026-03-09,49.3900,22.2286
2026-03-10,49.4000,20.2714
2026-03-11,49.3500,18.3143
2026-03-13,45.9300,16.6714
2026-03-16,47.4600,23.9143
2026-03-17,48.1600,22.8857
2026-03-18,46.1000,13.6143
2026-03-19,45.6900,18.3143
2026-03-20,43.0800,8.4000
2026-03-23,44.5700,11.6286
2026-03-24,43.6200,10.3571
2026-03-25,44.3900,16.5429
2026-03-26,41.2300,10.2571
2026-03-27,38.7800,8.1714
2026-03-30,37.8900,5.7714
2026-03-31,41.6800,14.8857
2026-04-01,43.2300,15.8571
2026-04-02,43.3300,18.2857
2026-04-06,44.1000,21.8571
2026-04-07,44.1500,21.5714
2026-04-08,48.0000,29.1714
2026-04-09,48.9600,33.8000
2026-04-10,49.1700,38.0571
2026-04-13,50.6600,40.9714
2026-04-14,53.4100,47.2571
2026-04-15,55.6500,56.2000
2026-04-16,56.4300,61.4857
2026-04-17,58.5900,68.5714
2026-04-20,58.0800,69.9714
2026-04-21,57.4000,67.5714
2026-04-22,60.2100,68.4571
2026-04-23,59.2200,66.1714
2026-04-24,62.5600,65.4000
2026-04-27,62.6400,66.2857
2026-04-28,60.7400,67.4286
2026-04-29,61.8600,66.2286
2026-04-30,63.5400,69.5143
2026-05-01,65.3000,71.1714
2026-05-04,64.9100,66.8857
2026-05-05,67.3900,67.2571
2026-05-06,71.5700,68.7429
2026-05-07,71.3400,67.2857
2026-05-08,76.2800,67.2857
2026-05-11,76.9600,66.6286
2026-05-12,74.9600,65.6857
2026-05-13,77.2400,64.9714
2026-05-14,78.9500,65.9143
2026-05-15,75.3400,63.2286
2026-05-18,74.3200,62.0857
2026-05-19,72.9300,59.2571
2026-05-20,76.5100,60.5143
2026-05-21,76.9500,57.5143
2026-05-22,77.8400,58.2286
2026-05-26,81.9500,59.8286
2026-05-27,81.6700,60.6286
2026-05-28,83.6800,60.7143
2026-05-29,84.5600,60.4571
2026-06-01,86.0400,59.4571
2026-06-02,87.2200,56.9714
2026-06-03,86.5600,54.6286
2026-06-04,85.2200,54.5714
2026-06-05,73.0500,41.8571
2026-06-08,76.2700,39.3714
2026-06-09,73.7200,33.7714
2026-06-10,69.2700,27.2857
2026-06-11,76.0100,29.6857
2026-06-12,77.5200,33.5143
2026-06-15,84.5900,40.1429
2026-06-16,79.9300,39.5143
2026-06-17,77.5400,32.9429
2026-06-18,82.8700,37.3429
2026-06-22,82.5800,33.9429
2026-06-23,74.4400,28.4571
2026-06-24,73.3000,26.4571
2026-06-25,74.9500,25.4286
2026-06-26,71.8300,24.6571
2026-06-29,77.1900,26.8571
2026-06-30,81.0000,29.9714
2026-07-01,77.4600,31.6286
2026-07-02,73.3500,32.5429
2026-07-06,76.4200,41.6571
2026-07-07,72.2300,39.7714
2026-07-08,72.7200,38.6286
2026-07-09,76.3400,44.7143
2026-07-10,77.0300,46.8286
2026-07-13,72.6400,40.8571
2026-07-14,75.0200,41.0571
2026-07-15,74.4400,44.4286
2026-07-16,70.7400,41.8571
2026-07-17,67.5300,37.0000
2026-07-20,67.6500,36.0000
2026-07-21,71.3700,42.7714
2026-07-22,70.2800,44.4286
2026-07-23,66.3000,40.8571
2026-07-24,64.0000,40.7714
2026-07-27,63.4000,38.2286
2026-07-28,61.5600,37.1429
2026-07-29,57.7500,25.5571
2026-07-30,63.3000,38.1143
2026-07-31,64.6200,39.5714
2026-08-03,67.9600,46.1429
2026-08-04,74.8200,58.9714
2026-08-05,72.8400,60.2286
2026-08-06,72.0300,59.6857
2026-08-07,74.4700,65.1429
2026-08-10,73.8000,64.3714
2026-08-11,73.0600,60.0857
2026-08-12,74.6000,61.6857
2026-08-13,77.1500,66.1143
2026-08-14,76.7900,64.3143
2026-08-17,76.4000,59.1429
2026-08-18,72.5300,54.6286
2026-08-19,72.0600,56.6286
2026-08-20,70.4800,51.3714
2026-08-21,71.1700,54.6571
2026-08-24,69.0100,54.9714
2026-08-25,70.2700,59.6000
2026-08-26,70.4700,53.9429
2026-08-27,73.3000,57.3143
2026-08-28,71.8500,53.7429
2026-08-31,71.9200,49.2000
2026-09-01,69.1500,44.8571
2026-09-02,69.6000,46.0571
2026-09-03,72.0300,47.5143
2026-09-04,72.3700,45.2286
2026-09-08,72.1600,39.1429
2026-09-09,71.5500,38.2000
2026-09-10,69.2100,32.2000
2026-09-11,70.9800,32.6857
2026-09-14,69.2700,31.0571
